command	option	evidence	notes
mergetool	--gui	docs/cli/matrices/mergetool_v2_47.tsv; target/git-doc-cache/v2.47.1/git-mergetool.txt; crates/zmin-cli/tests/git_merge_plumbing_compat.rs; tools/git-mergetool-schema-oracle-smoke.sh	Reviewed complete doc-option pair: --gui is covered by the existing exact stock-Git mergetool evidence on the currently modeled helper-free local configured-tool, prompt-toggle, gui-toggle, path-selection, and invalid-input lanes.
mergetool	--no-gui	docs/cli/matrices/mergetool_v2_47.tsv; target/git-doc-cache/v2.47.1/git-mergetool.txt; crates/zmin-cli/tests/git_merge_plumbing_compat.rs; tools/git-mergetool-schema-oracle-smoke.sh	Reviewed complete doc-option pair: --no-gui is covered by the existing exact stock-Git mergetool evidence on the currently modeled helper-free local configured-tool, prompt-toggle, gui-toggle, path-selection, and invalid-input lanes.
mergetool	--no-prompt	docs/cli/matrices/mergetool_v2_47.tsv; target/git-doc-cache/v2.47.1/git-mergetool.txt; crates/zmin-cli/tests/git_merge_plumbing_compat.rs; tools/git-mergetool-schema-oracle-smoke.sh	Reviewed complete doc-option pair: --no-prompt is covered by the existing exact stock-Git mergetool evidence on the currently modeled helper-free local configured-tool, prompt-toggle, gui-toggle, path-selection, and invalid-input lanes.
mergetool	--prompt	docs/cli/matrices/mergetool_v2_47.tsv; target/git-doc-cache/v2.47.1/git-mergetool.txt; crates/zmin-cli/tests/git_merge_plumbing_compat.rs; tools/git-mergetool-schema-oracle-smoke.sh	Reviewed complete doc-option pair: --prompt is covered by the existing exact stock-Git mergetool evidence on the currently modeled helper-free local configured-tool, prompt-toggle, gui-toggle, path-selection, and invalid-input lanes.
mergetool	--tool	docs/cli/matrices/mergetool_v2_47.tsv; target/git-doc-cache/v2.47.1/git-mergetool.txt; crates/zmin-cli/tests/git_merge_plumbing_compat.rs; tools/git-mergetool-schema-oracle-smoke.sh	Reviewed complete doc-option pair: --tool is covered by the existing exact stock-Git mergetool evidence on the currently modeled helper-free local configured-tool, prompt-toggle, gui-toggle, path-selection, and invalid-input lanes.
mergetool	--tool-help	docs/cli/matrices/mergetool_v2_47.tsv; target/git-doc-cache/v2.47.1/git-mergetool.txt; crates/zmin-cli/tests/git_merge_plumbing_compat.rs	Reviewed complete doc-option pair: --tool-help is covered by exact stock-Git host-local mergetool output evidence for built-in availability plus user-defined tool listing on the currently modeled configured-tool lane.
mergetool	-O	docs/cli/matrices/mergetool_v2_47.tsv; target/git-doc-cache/v2.47.1/git-mergetool.txt; crates/zmin-cli/tests/git_merge_plumbing_compat.rs	Reviewed complete doc-option pair: -O is covered by exact stock-Git multi-path ordering evidence on the current local configured-tool lane, including matching stdout ordering plus backup, index, and status side effects.
mergetool	-g	docs/cli/matrices/mergetool_v2_47.tsv; target/git-doc-cache/v2.47.1/git-mergetool.txt; crates/zmin-cli/tests/git_merge_plumbing_compat.rs; tools/git-mergetool-schema-oracle-smoke.sh	Reviewed complete doc-option pair: -g is covered by the existing exact stock-Git mergetool evidence on the currently modeled helper-free local configured-tool, prompt-toggle, gui-toggle, path-selection, and invalid-input lanes.
mergetool	-t	docs/cli/matrices/mergetool_v2_47.tsv; target/git-doc-cache/v2.47.1/git-mergetool.txt; crates/zmin-cli/tests/git_merge_plumbing_compat.rs; tools/git-mergetool-schema-oracle-smoke.sh	Reviewed complete doc-option pair: -t is covered by the existing exact stock-Git mergetool evidence on the currently modeled helper-free local configured-tool, prompt-toggle, gui-toggle, path-selection, and invalid-input lanes.
mergetool	-y	docs/cli/matrices/mergetool_v2_47.tsv; target/git-doc-cache/v2.47.1/git-mergetool.txt; crates/zmin-cli/tests/git_merge_plumbing_compat.rs; tools/git-mergetool-schema-oracle-smoke.sh	Reviewed complete doc-option pair: -y is covered by the existing exact stock-Git mergetool evidence on the currently modeled helper-free local configured-tool, prompt-toggle, gui-toggle, path-selection, and invalid-input lanes.
http-fetch	--packfile	docs/cli/matrices/http_fetch_v2_47.tsv; target/git-doc-cache/v2.47.1/git-http-fetch.txt; crates/zmin-cli/tests/git_transport_http_compat.rs; tools/git-http-plumbing-schema-gap-probe.sh	Reviewed complete doc-option pair: --packfile is covered by the existing exact stock-Git http-fetch evidence on the currently modeled packfile-helper, dumb-http object-fetch, usage-rejection, and invalid-input lanes.
http-fetch	--index-pack-args	docs/cli/matrices/http_fetch_v2_47.tsv; target/git-doc-cache/v2.47.1/git-http-fetch.txt; crates/zmin-cli/tests/git_transport_http_compat.rs	Reviewed complete doc-option pair: the documented plural index-pack-args spelling is covered by exact stock-Git rejection evidence on both the packfile-helper and non-packfile lanes, where upstream Git currently ignores the option and falls back to the stock fatal or usage diagnostics.
http-fetch	--recover	docs/cli/matrices/http_fetch_v2_47.tsv; target/git-doc-cache/v2.47.1/git-http-fetch.txt; crates/zmin-cli/tests/git_transport_http_compat.rs; tools/git-http-plumbing-schema-gap-probe.sh	Reviewed complete doc-option pair: --recover is covered by the existing exact stock-Git http-fetch evidence on the currently modeled packfile-helper, dumb-http object-fetch, usage-rejection, and invalid-input lanes.
http-fetch	--stdin	docs/cli/matrices/http_fetch_v2_47.tsv; target/git-doc-cache/v2.47.1/git-http-fetch.txt; crates/zmin-cli/tests/git_transport_http_compat.rs; tools/git-http-plumbing-schema-gap-probe.sh	Reviewed complete doc-option pair: --stdin is covered by the existing exact stock-Git http-fetch evidence on the currently modeled packfile-helper, dumb-http object-fetch, usage-rejection, and invalid-input lanes.
http-fetch	-a	docs/cli/matrices/http_fetch_v2_47.tsv; target/git-doc-cache/v2.47.1/git-http-fetch.txt; crates/zmin-cli/tests/git_transport_http_compat.rs; tools/git-http-plumbing-schema-gap-probe.sh	Reviewed complete doc-option pair: -a is covered by the existing exact stock-Git http-fetch evidence on the currently modeled packfile-helper, dumb-http object-fetch, usage-rejection, and invalid-input lanes.
http-fetch	-c	docs/cli/matrices/http_fetch_v2_47.tsv; target/git-doc-cache/v2.47.1/git-http-fetch.txt; crates/zmin-cli/tests/git_transport_http_compat.rs; tools/git-http-plumbing-schema-gap-probe.sh	Reviewed complete doc-option pair: -c is covered by the existing exact stock-Git http-fetch evidence on the currently modeled packfile-helper, dumb-http object-fetch, usage-rejection, and invalid-input lanes.
http-fetch	-t	docs/cli/matrices/http_fetch_v2_47.tsv; target/git-doc-cache/v2.47.1/git-http-fetch.txt; crates/zmin-cli/tests/git_transport_http_compat.rs; tools/git-http-plumbing-schema-gap-probe.sh	Reviewed complete doc-option pair: -t is covered by the existing exact stock-Git http-fetch evidence on the currently modeled packfile-helper, dumb-http object-fetch, usage-rejection, and invalid-input lanes.
http-fetch	-v	docs/cli/matrices/http_fetch_v2_47.tsv; target/git-doc-cache/v2.47.1/git-http-fetch.txt; crates/zmin-cli/tests/git_transport_http_compat.rs; tools/git-http-plumbing-schema-gap-probe.sh	Reviewed complete doc-option pair: -v is covered by the existing exact stock-Git http-fetch evidence on the currently modeled packfile-helper, dumb-http object-fetch, usage-rejection, and invalid-input lanes.
http-fetch	-w	docs/cli/matrices/http_fetch_v2_47.tsv; target/git-doc-cache/v2.47.1/git-http-fetch.txt; crates/zmin-cli/tests/git_transport_http_compat.rs; tools/git-http-plumbing-schema-gap-probe.sh	Reviewed complete doc-option pair: -w is covered by the existing exact stock-Git http-fetch evidence on the currently modeled packfile-helper, dumb-http object-fetch, usage-rejection, and invalid-input lanes.
blame	--abbrev	docs/cli/matrices/blame_v2_47.tsv; target/git-doc-cache/v2.47.1/git-blame.txt; crates/zmin-cli/tests/git_history_query_compat.rs	Reviewed complete doc-option pair: --abbrev is covered by the existing exact stock-Git blame evidence on the currently modeled helper-free local annotation, date-mode, line-range, regex-range, progress, and invalid-input lanes.
blame	--color-by-age	docs/cli/matrices/blame_v2_47.tsv; target/git-doc-cache/v2.47.1/git-blame.txt; crates/zmin-cli/tests/git_history_query_compat.rs	Reviewed complete doc-option pair: --color-by-age is covered by the existing exact stock-Git blame evidence on the currently modeled helper-free local annotation, date-mode, line-range, regex-range, progress, and invalid-input lanes.
blame	--color-lines	docs/cli/matrices/blame_v2_47.tsv; target/git-doc-cache/v2.47.1/git-blame.txt; crates/zmin-cli/tests/git_history_query_compat.rs	Reviewed complete doc-option pair: --color-lines is covered by the existing exact stock-Git blame evidence on the currently modeled helper-free local annotation, date-mode, line-range, regex-range, progress, and invalid-input lanes.
blame	--date	docs/cli/matrices/blame_v2_47.tsv; target/git-doc-cache/v2.47.1/git-blame.txt; crates/zmin-cli/tests/git_history_query_compat.rs	Reviewed complete doc-option pair: --date is covered by the existing exact stock-Git blame evidence on the currently modeled helper-free local annotation, date-mode, line-range, regex-range, progress, and invalid-input lanes.
blame	--incremental	docs/cli/matrices/blame_v2_47.tsv; target/git-doc-cache/v2.47.1/git-blame.txt; crates/zmin-cli/tests/git_history_query_compat.rs	Reviewed complete doc-option pair: --incremental is covered by the existing exact stock-Git blame evidence on the currently modeled helper-free local annotation, date-mode, line-range, regex-range, progress, and invalid-input lanes.
blame	--line-porcelain	docs/cli/matrices/blame_v2_47.tsv; target/git-doc-cache/v2.47.1/git-blame.txt; crates/zmin-cli/tests/git_history_query_compat.rs	Reviewed complete doc-option pair: --line-porcelain is covered by the existing exact stock-Git blame evidence on the currently modeled helper-free local annotation, date-mode, line-range, regex-range, progress, and invalid-input lanes.
blame	--no-progress	docs/cli/matrices/blame_v2_47.tsv; target/git-doc-cache/v2.47.1/git-blame.txt; crates/zmin-cli/tests/git_history_query_compat.rs	Reviewed complete doc-option pair: --no-progress is covered by the existing exact stock-Git blame evidence on the currently modeled helper-free local annotation, date-mode, line-range, regex-range, progress, and invalid-input lanes.
blame	--porcelain	docs/cli/matrices/blame_v2_47.tsv; target/git-doc-cache/v2.47.1/git-blame.txt; crates/zmin-cli/tests/git_history_query_compat.rs	Reviewed complete doc-option pair: --porcelain is covered by the existing exact stock-Git blame evidence on the currently modeled helper-free local annotation, date-mode, line-range, regex-range, progress, and invalid-input lanes.
blame	--progress	docs/cli/matrices/blame_v2_47.tsv; target/git-doc-cache/v2.47.1/git-blame.txt; crates/zmin-cli/tests/git_history_query_compat.rs	Reviewed complete doc-option pair: --progress is covered by the existing exact stock-Git blame evidence on the currently modeled helper-free local annotation, date-mode, line-range, regex-range, progress, and invalid-input lanes.
blame	--root	docs/cli/matrices/blame_v2_47.tsv; target/git-doc-cache/v2.47.1/git-blame.txt; crates/zmin-cli/tests/git_history_query_compat.rs	Reviewed complete doc-option pair: --root is covered by the existing exact stock-Git blame evidence on the currently modeled helper-free local annotation, date-mode, line-range, regex-range, progress, and invalid-input lanes.
blame	--score-debug	docs/cli/matrices/blame_v2_47.tsv; target/git-doc-cache/v2.47.1/git-blame.txt; crates/zmin-cli/tests/git_history_query_compat.rs	Reviewed complete doc-option pair: --score-debug is covered by the existing exact stock-Git blame evidence on the currently modeled helper-free local annotation, date-mode, line-range, regex-range, progress, and invalid-input lanes.
blame	--show-email	docs/cli/matrices/blame_v2_47.tsv; target/git-doc-cache/v2.47.1/git-blame.txt; crates/zmin-cli/tests/git_history_query_compat.rs	Reviewed complete doc-option pair: --show-email is covered by the existing exact stock-Git blame evidence on the currently modeled helper-free local annotation, date-mode, line-range, regex-range, progress, and invalid-input lanes.
blame	--show-name	docs/cli/matrices/blame_v2_47.tsv; target/git-doc-cache/v2.47.1/git-blame.txt; crates/zmin-cli/tests/git_history_query_compat.rs	Reviewed complete doc-option pair: --show-name is covered by the existing exact stock-Git blame evidence on the currently modeled helper-free local annotation, date-mode, line-range, regex-range, progress, and invalid-input lanes.
blame	--show-number	docs/cli/matrices/blame_v2_47.tsv; target/git-doc-cache/v2.47.1/git-blame.txt; crates/zmin-cli/tests/git_history_query_compat.rs	Reviewed complete doc-option pair: --show-number is covered by the existing exact stock-Git blame evidence on the currently modeled helper-free local annotation, date-mode, line-range, regex-range, progress, and invalid-input lanes.
blame	--show-stats	docs/cli/matrices/blame_v2_47.tsv; target/git-doc-cache/v2.47.1/git-blame.txt; crates/zmin-cli/tests/git_history_query_compat.rs	Reviewed complete doc-option pair: --show-stats is covered by the existing exact stock-Git blame evidence on the currently modeled helper-free local annotation, date-mode, line-range, regex-range, progress, and invalid-input lanes.
